"algorithm","train_size","color_profile","origin","train_time_mean","test_time_mean","test_sd"
"knn",20000,"color","local",0.00133522366666667,7.256461382,0.000584056132050964
"knn",20000,"gray","colab",0.0163786415,13.167529825,0.000128463624472065
"knn",20000,"gray","local",0.0114905036666667,1.78717970833333,0.000480624678563568
"knn",30000,"color","colab",0.0025389195,52.76396668,9.1039998077767e-06
"knn",30000,"color","local",0.00199770933333333,10.7053081183333,3.93963784291577e-06
"knn",30000,"gray","colab",0.022711396,19.270640015,8.7159396062618e-05
"knn",30000,"gray","local",0.0174973803333333,2.56253806733333,0.00081949236712085
"naive_bayes",5000,"color","colab",0.1249210835,1.681631684,0.0108735493769385
"naive_bayes",5000,"color","local",0.126128912,1.85211547233333,0.00625451466164441
"naive_bayes",5000,"gray","colab",0.04738462,0.556297183,0.00639907171079196
"naive_bayes",5000,"gray","local",0.0431619483333333,0.596337636,0.00226569918484258
"naive_bayes",10000,"color","colab",0.252969623,1.6469882725,0.0384040398459081
"naive_bayes",10000,"color","local",0.268160263666667,1.86933668466667,0.0154114765858611
"naive_bayes",10000,"gray","colab",0.0940140485,0.5473868845,0.00653293056000449
"naive_bayes",10000,"gray","local",0.0865209103333333,0.594391505,0.00517333733632762
"naive_bayes",20000,"color","colab",0.5476677415,1.781885624,0.0900883829640353
"naive_bayes",20000,"color","local",0.513569752333333,1.83666547133333,0.0158698538666738
"naive_bayes",20000,"gray","colab",0.2317034005,0.54930377,0.0509176074362967
"naive_bayes",20000,"gray","local",0.184215784333333,0.594233354,0.013535588992275
"naive_bayes",30000,"color","colab",0.8122159245,1.6491767165,0.107450692768785
"naive_bayes",30000,"color","local",0.774691899666667,1.85784379633333,0.0203287307817545
"naive_bayes",30000,"gray","colab",0.3012473585,0.54748261,0.0006763723849423
"naive_bayes",30000,"gray","local",0.272746801333333,0.594014962666667,0.0119441926764353
"NN",5000,"color","colab",8.9011354445,1.559084654,2.64641275587812
"NN",5000,"color","local",1.72226389233333,0.322724262666667,0.226580943330987
"NN",5000,"gray","colab",4.607040286,1.454454899,0.216149775488686
"NN",5000,"gray","local",1.45926380166667,0.272304296666667,0.177367822914528
"NN",10000,"color","colab",10.68780446,1.2026908395,0.0258710855089005
"NN",10000,"color","local",3.427579403,0.369515975333333,0.242830059950246
"NN",10000,"gray","colab",8.660853386,1.4751114845,0.0649769528767668
"NN",10000,"gray","local",2.69731926933333,0.280133486,0.238550625994956
"NN",20000,"color","colab",18.540452715,1.500384569,3.53828559075852
"NN",20000,"color","local",6.15067919066667,0.338196118666667,0.571920067973344
"NN",20000,"gray","colab",18.18176973,1.1471743585,3.80996771870762
"NN",20000,"gray","local",4.96906201033333,0.282897075,0.387580368550677
"NN",30000,"color","colab",41.56928313,1.253659964,0.0540553577153637
"NN",30000,"color","local",9.31374486333333,0.366958777,0.905055370127106
"NN",30000,"gray","colab",24.889703635,1.1782901285,0.13234059902943
"NN",30000,"gray","local",7.50093253433333,0.280173619333333,0.606617135946426
"random_forest",5000,"color","colab",17.3358829,0.4521586895,0.444445263942517
"random_forest",5000,"color","local",12.3478040733333,0.345664024333333,0.151190742203506
"random_forest",5000,"gray","colab",10.29066801,0.351784468,0.364983616147662
"random_forest",5000,"gray","local",7.15776872666667,0.258388599,0.160361469165822
"random_forest",10000,"color","colab",35.732088685,0.512394071,1.36815261957554
"random_forest",10000,"color","local",27.14221811,0.415926138333333,0.551932159302636
"random_forest",10000,"gray","colab",20.43350589,0.4794676305,0.30203931808095
"random_forest",10000,"gray","local",15.65158232,0.300853570333333,0.415028901768666
"random_forest",20000,"color","colab",77.146856665,0.593984246,0.513691686551901
"random_forest",20000,"color","local",58.55428465,0.460627237666667,1.49316346186008
"random_forest",20000,"gray","colab",45.10633111,0.4341152905,0.613324651295609
"random_forest",20000,"gray","local",34.27832651,0.337060371666667,0.685230200520358
"random_forest",30000,"color","colab",118.2083566,0.637326479,2.89918730033953
"random_forest",30000,"color","local",92.0863711833333,0.546363274333333,1.8459503635123
"random_forest",30000,"gray","colab",70.33082497,0.500009179,1.09851056540084
"random_forest",30000,"gray","local",53.8818589866667,0.361905257,1.62090785791399
"SVM_poli",5000,"color","colab",35.94315803,87.943525075,1.08087902751758
"SVM_poli",5000,"color","local",23.3022346533333,43.2688856933333,1.64302680112426
"SVM_poli",5000,"gray","colab",17.873223305,23.19323504,2.0958306078089
"SVM_poli",5000,"gray","local",8.10937507933333,13.7154930433333,0.365646466909462
"SVM_poli",10000,"color","colab",169.79185045,179.222739,14.0226709937097
"SVM_poli",10000,"color","local",106.550628246667,85.0983667366667,6.40538481312714
"SVM_poli",10000,"gray","colab",72.244624255,52.204277275,0.243531740299591
"SVM_poli",10000,"gray","local",44.74440805,28.1841336866667,2.61999910523825
"SVM_poli",20000,"color","colab",744.09881985,347.2657343,30.8829173061471
"SVM_poli",20000,"color","local",415.655329633333,164.351595966667,18.6406073441128
"SVM_poli",20000,"gray","colab",425.98529195,121.4917592,2.39018885827104
"SVM_poli",20000,"gray","local",254.813522266667,57.6409557666667,15.2034154164108
"SVM_poli",30000,"color","colab",1715.072915,508.485831,74.9426655350087
"SVM_poli",30000,"color","local",923.756305666667,243.730617933333,39.1961600961504
"SVM_poli",30000,"gray","colab",1104.581019,185.8345977,5.0437573148647
"SVM_poli",30000,"gray","local",638.831983633333,80.7465785333333,29.4542084021012
